bucket,recommendedBucket,sourceSheet,sourceRowNumber,reviewType,customerName,contactName,workDescription,reason
review_item_only,loose_follow_up_or_context_text,2. ESTIMADOS,85,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 75 | 46110.0 | JBP CONSTRUCTION | JAIME | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,7,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 15  SIGNS WORK ORDER | **** | EN PROCESO | TAX | 0.06625 | PARA  NJ"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,86,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 69 | 45782.0 | TRIM KING | WAYNE | 2  SIGNS PARA COSTADO Y ATRAS DEL CARRO  PEQUENOS | FREE | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,93,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 76 | 45791.0 | AIT USA INSTITUTE - PLAINFIELD | LILIANA | SIGNS PARA  AIT USA PLAINFIELD | JULIO | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,94,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 77 | 45791.0 | AIT SIGNS | LILIANA | PRODUCIR 3  LED  SIGNS  -  CADA SEMANA - | CAMBIARLE LAS CUCHILLAS HACERLO FRANK | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,95,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 78 | 45791.0 | AIT USA INSTITUTE -  BOUND BROOK | LILIANA | FROSTY SIGNS | QUE ES? | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,107,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 90 | 45794.0 | JUANITA | JUANITA | LETRAS DORADAS | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,109,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 92 | 45794.0 | 4 BROTHERS HOME IMPROVENT | 908 333 8110 | 2 YARD SINGS | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,127,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 110 | 45824.0 | AUTO CHIP CORP | HENRI VALENCIA | 908-296-4306 | 10 ESTAMPADOS SOLO FRONT | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,135,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 118 | 45824.0 | JAIME ARRIAGA HOME IMPROVEMENT | JAIME ARRIAGA | 908-380-2643 | 24 T-SHIRT ESTAMPADOS FRONT BACK Y LAS 2 MANGAS | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,141,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 124 | GREEN 714 LLC | EDIGAN ARIAS | 908-546-8462 | 4 ESTAMPADOS BACK Y FRONT | 48.0 | 3.18 | 51.18 | 51.18 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,142,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 125 | PINAS LOCAS | SANDY | 10 QR DE 2.5X2.5 | 45.0 | 2.49 | 48.0 | 48.0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,171,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 154 | 45938.0 | AUTO CHIP CORP | HENRY VALENCIA | 908 296 4306 | 7  ESTAMPADOS A COLOR    4"" X 1"" | 60.0 | 3.975 | 63.975 | 63.975 | 64.0 | t/c | 45949.0 | -0.025"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,208,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 191 | 46096.0 | FONSE | GARY | 2 PUERTAS  SIGNS | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,235,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 218 | 46160.0 | CENTRAL FRESH SUPERMARKET | FRANKIE | 8 ESTAMPADOS EN COLOR SOLO LOGO | JULIO | 40.0 | 2.65 | 42.65 | 43.0 | -0.35 | -0.35"
review_item_only,loose_follow_up_or_context_text,3. 15 SIGNS WORK ORDER,258,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 241 | 46169.0 | PATRICIA SABOR CASERO | PATRICIA | 100 STICKERS | JULIO | 0 | 0 | 0 | 0"
review_item_only,loose_follow_up_or_context_text,Sheet12,5,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: ESTAMPADO 6 CHALECOS | 57.0 | 3.77625 | 60.77625"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,14,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 2 | SI | NO | 40140.0 | VICTOR RINCON | etiquetas | 2 | S | 0 | 0 | 42084.0 | va a venir | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,20,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 8 | SI | NO | 40288.0 | FERNANDO VASQUEZ | jerseyoutlets@yahoo.com | care plastic | 8 | S | 0 | 0 | 42090.0 | se le va a dar la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,22,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 10 | SI | NO | 40380.0 | ROGER ZUNIGA | camisetas y estampado | 10 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,24,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 12 | SI | NO | 40536.0 | MR REY | raute 22 east | 12 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,34,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 22 | SI | NO | 40955.0 | LAUNDRY | poust | 22 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,35,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 23 | SI | NO | 41107.0 | WENDY SANCHEZ | bussines card | 23 | S | 0 | 0 | 42084.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,36,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 24 | SI | NO | 41107.0 | CESAR ROMERO | etiquetas | 24 | S | 0 | 0 | 42084.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,37,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 25 | SI | NO | 41110.0 | MAURICIO MADRID | impreso | 25 | S | 0 | 0 | 42084.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,39,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 27 | SI | NO | 41183.0 | HECTOR DE LA CRUZ | etiquetas | 27 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,40,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 28 | SI | NO | 41255.0 | ROSA CLEANING | etiquetas | 28 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,41,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 29 | SI | NO | 41255.0 | GREEN WORLD | stamp | 29 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,42,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 30 | SI | NO | 41255.0 | FINANCIAL EDUCATION | stamp | 30 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,43,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 31 | SI | NO | 41255.0 | VILMA ORTELLANA | sign | 31 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,44,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 32 | SI | NO | 41255.0 | HOYDEE | design logo | 32 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,50,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 38 | SI | NO | 41310.0 | EDUARDO VARQUERO | tree service | 38 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,51,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 39 | SI | NO | 41310.0 | STANLEY | design | 39 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,52,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 40 | SI | NO | 41310.0 | JOSE CAICERO | bussines card | 40 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,53,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 41 | SI | NO | 41314.0 | DIEGO | logos | 41 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,54,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 42 | SI | NO | 41314.0 | KHALID | etiquetas | 42 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,55,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 43 | SI | NO | 41314.0 | UNITED CREDIT EDUCATION | auto loans | 43 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,57,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 45 | SI | NO | 41316.0 | TONY | diseno | 45 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,59,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 47 | SI | NO | 41321.0 | FLOR TARAZANO | cleaning service | 47 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,60,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 48 | SI | NO | 41321.0 | ADAM | etiquetas | 48 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,64,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 52 | SI | NO | 41386.0 | ROFER | prestegc autostudio | 52 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,65,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 53 | SI | NO | 41386.0 | BYRON JSJ PAINTING | sing | 53 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,66,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 54 | SI | NO | 41386.0 | IVAN GONZALES | poust | 54 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,67,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 55 | SI | NO | 41389.0 | VALUERDE LANDSCOPING | sign | 55 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,68,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 56 | SI | NO | 41394.0 | YOGA | post windows | 56 | S | 0 | 0 | 42086.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,75,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 63 | SI | NO | 41479.0 | GREEN WORLD | stamp | 63 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,76,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 64 | SI | NO | 41480.0 | SANDRA'S TAXI | stamp | 64 | S | 0 | 0 | 42086.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,77,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 65 | SI | NO | 41527.0 | NEW CHASQUI TRANSPORTATION | letrero | 65 | S | 0 | 0 | 42084.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,78,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 66 | SI | NO | 41537.0 | DELGADO | 2 magneticos | 66 | S | 0 | 0 | 42084.0 | se le dejo mensaje | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,80,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 68 | SI | NO | 41540.0 | ODELI | folleto | 68 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,83,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 71 | SI | NO | 41542.0 | ELIECER | b/c | 71 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,85,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 73 | SI | NO | 41592.0 | ROLANDO ALDANA | designe of bolant | 73 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,86,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 74 | SI | NO | 41593.0 | GLOBAL | sign | 74 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,91,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 79 | SI | NO | 41706.0 | PASTOR SILVIO | signs bairo | 79 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,92,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 80 | SI | NO | 41717.0 | JOY'S RESTAURANT | sign 10x3 | 80 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,103,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 91 | SI | NO | 41738.0 | JIMYS BEAUTY | designe | 91 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,104,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 92 | SI | NO | 41757.0 | FRANKY | vandada 24x9 | 92 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,105,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 93 | SI | NO | 41757.0 | BACOUS | b/c | 93 | S | 0 | 0 | 42084.0 | se le dio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,107,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 95 | SI | NO | 41783.0 | OUR NATION CHILDREN | impreso | 95 | S | 0 | 0 | 42084.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,110,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 98 | SI | NO | 41801.0 | ANIBAL MELO | b/c | 98 | S | 0 | 0 | 42084.0 | se le envio la informacion | 44981.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,111,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 99 | SI | NO | 41802.0 | ------- | ------- | post card | 99 | S | 0 | 0 | 44982.0 | SIN NUMERO | ANDREA"
review_item_only,loose_follow_up_or_context_text,WORK ORDER TERMINADOS Y PAGADOS,1701,misc_text,,,,"Loose workbook text that may be follow-up/context, not a structured CRM record. Source parser reason: 1689 | SI | NO | 45527.0 | TAROT | SIGN  10"" X 8"" | S | 55.0 | 3.64375 | 58.64375 | 50.0 | 8.64375 | 8.64375"
review_item_only,review_only_follow_up_note,WORK ORDER TERMINADOS Y PAGADOS,8,note,,,,Review-only note/follow-up text that needs attach-vs-ignore direction. Source parser reason: VIENE A HACER EL PEDIDO | LLAMAR PARA TOMAR PEDIDO
review_item_only,review_only_record_candidate,1. INTERESADOS,1,record_candidate,,,,"Potential record candidate that was not normalized safely. Source parser reason: AiT  SIGNS | Call or Text 732-379-0593 | LO REALIZO EN OTRO LUGAR
SOLICITO NO LLAMARLO"
review_item_only,review_only_record_candidate,2. ESTIMADOS,1,record_candidate,,,,"Potential record candidate that was not normalized safely. Source parser reason: AiT  SIGNS | Call or Text 732-379-0593 | LO REALIZO EN OTRO LUGAR
SOLICITO NO LLAMARLO"
review_item_only,review_only_record_candidate,WORK ORDER TERMINADOS Y PAGADOS,1,record_candidate,,,,Potential record candidate that was not normalized safely. Source parser reason: AiT  SIGNS | Llamar o Text 732-379-0593
